Row,Name,Count,crank1,crankx
1144,AADIL ,23,+318Ê ,-465Ê
1144,ALASDAIR ,23,-28Ê ,-440Ê
1144,ALFIE-JAY ,23,+562Ê ,+2508Ê
1144,ARIN ,23,+150Ê ,+927Ê
1144,ARNOLD ,23,+260Ê ,+137Ê
1144,AUGUST ,23,+1072Ê ,+1866Ê
1144,AYUSH ,23,-262Ê ,+79Ê
1144,AYYAN ,23,-58Ê ,+1866Ê
1144,COHAN ,23,+562Ê ,+1435Ê
1144,DEREK ,23,+260Ê ,-144Ê
1144,DIGBY ,23,-168Ê ,+1161Ê
1144,DYFAN ,23,+1516Ê ,+1161Ê
1144,FINDLAY ,23,-168Ê ,-507Ê
1144,GINO ,23,-143Ê ,+355Ê
1144,HASEEB ,23,-143Ê ,-603Ê
1144,INDIANA ,23,+39Ê ,+1435Ê
1144,JOWAN ,23,+195Ê ,+927Ê
1144,KAIN ,23,+3Ê ,-455Ê
1144,KEON ,23,+318Ê ,+735Ê
1144,KING ,23,+260Ê ,+267Ê
1144,KUSH ,23,+150Ê ,-173Ê
1144,LANCE ,23,+195Ê ,-268Ê
1144,MACAULEY ,23,-190Ê ,-720Ê
1144,MARVIN ,23,-81Ê ,-328Ê
1144,MURTAZA ,23,-28Ê ,-33Ê
1144,NEEL ,23,-58Ê ,+355Ê
1144,OMARI ,23,-168Ê ,-578Ê
1144,ROSHAN ,23,-356Ê ,-476Ê
1144,SAMMY ,23,+3Ê ,-268Ê
1144,SULEIMAN ,23,+318Ê ,+355Ê
1144,UBAID ,23,+150Ê ,+204Ê
1144,YEHUDA ,23,+39Ê ,-105Ê
1144,ZAKARIAH ,23,-100Ê ,+453Ê
1144,ZAYDEN ,23,+150Ê ,+2508Ê
1178,ABDALLAH ,22,+116Ê ,-178Ê
1178,AHYAN ,22,+161Ê ,Ê:Ê
1178,ALEKS ,22,+116Ê ,+2474Ê
1178,ALEKSANDR ,22,-115Ê ,+701Ê
1178,ALLAN ,22,+161Ê ,-336Ê
1178,ARLEY ,22,+5Ê ,+893Ê
1178,AZLAN ,22,+5Ê ,Ê:Ê
1178,BARKLEY ,22,+2137Ê ,Ê:Ê
1178,BRADY ,22,+361Ê ,-712Ê
1178,CASTIEL ,22,+528Ê ,Ê:Ê
1178,CHARLIE-JAMES ,22,-31Ê ,Ê:Ê
1178,DEON ,22,+161Ê ,+103Ê
1178,DEVIN ,22,+161Ê ,-67Ê
1178,EMILE ,22,-296Ê ,-336Ê
1178,ENOCH ,22,-115Ê ,+893Ê
1178,GARETH ,22,-115Ê ,-790Ê
1178,GEORGI ,22,+361Ê ,+2474Ê
1178,HAIDEN ,22,+161Ê ,+321Ê
1178,HARMAN ,22,-177Ê ,+701Ê
1178,IZAAK ,22,-31Ê ,-588Ê
1178,JARVIS ,22,-306Ê ,-178Ê
1178,JULIUS ,22,+226Ê ,-336Ê
1178,KASH ,22,+1225Ê ,Ê:Ê
1178,KAYDON ,22,-328Ê ,-67Ê
1178,KEREM ,22,+528Ê ,+893Ê
1178,KOA ,22,+1482Ê ,+2474Ê
1178,LEROY ,22,+361Ê ,-336Ê
1178,LEYLAND ,22,+161Ê ,Ê:Ê
1178,LOUI ,22,-268Ê ,-637Ê
1178,MANUEL ,22,-62Ê ,+419Ê
1178,MEHDI ,22,+116Ê ,-178Ê
1178,MICHEAL ,22,+161Ê ,-67Ê
1178,PABLO ,22,-62Ê ,-207Ê
1178,ROKAS ,22,+618Ê ,Ê:Ê
1178,SAMEER ,22,-341Ê ,-850Ê
1178,SARIM ,22,+69Ê ,Ê:Ê
1178,SHAH ,22,-296Ê ,-655Ê
1178,SHAWN ,22,+116Ê ,-629Ê
1178,SHLOK ,22,+161Ê ,Ê:Ê
1178,TARIQ ,22,-92Ê ,-606Ê
1178,TOMI ,22,+284Ê ,+1401Ê
1178,TREVOR ,22,+1225Ê ,-446Ê
1178,ZACKERY ,22,+161Ê ,+1401Ê
1178,ZECHARIAH ,22,+284Ê ,+419Ê
1178,ZOHAIB ,22,+5Ê ,-446Ê
1223,ABU-BAKR ,21,+24Ê ,+188Ê
1223,AHMET ,21,+116Ê ,+58Ê
1223,ALBI ,21,+71Ê ,+656Ê
1223,AMMAAR ,21,-76Ê ,-252Ê
1223,ANAY ,21,-199Ê ,+656Ê
1223,ARDA ,21,+181Ê ,-223Ê
1223,ARMANDAS ,21,+181Ê ,+1356Ê
1223,CALLEN ,21,+24Ê ,+848Ê
1223,CARLTON ,21,+316Ê ,+58Ê
1223,CHAD ,21,+71Ê ,-815Ê
1223,CHE ,21,-40Ê ,-567Ê
1223,CORBIN ,21,+181Ê ,-347Ê
1223,DUNCAN ,21,-341Ê ,-764Ê
1223,DWAYNE ,21,+239Ê ,-252Ê
1223,EHAN ,21,-107Ê ,Ê:Ê
1223,ELIOTT ,21,+697Ê ,+1082Ê
1223,EMRYS ,21,-493Ê ,+2429Ê
1223,FINNLAY ,21,+316Ê ,-316Ê
1223,GUS ,21,+394Ê ,_Ê
1223,HARLEE ,21,-247Ê ,+510Ê
1223,HARLEY-JAY ,21,-40Ê ,Ê:Ê
1223,HAROLD ,21,+394Ê ,-223Ê
1223,HUZAIFA ,21,-313Ê ,-316Ê
1223,INIGO ,21,+116Ê ,_Ê
1223,IZAAC ,21,-40Ê ,+125Ê
1223,JACQUES ,21,+1180Ê ,-586Ê
1223,JOAO ,21,-179Ê ,-449Ê
1223,KASIM ,21,+394Ê ,-519Ê
1223,KAYNE ,21,-137Ê ,-534Ê
1223,KIMI ,21,+573Ê ,+1082Ê
1223,KORBEN ,21,+116Ê ,-432Ê
1223,KURT ,21,-179Ê ,-780Ê
1223,LANDON ,21,-247Ê ,+1356Ê
1223,LOGAN-JAMES ,21,+239Ê ,Ê:Ê
1223,LUCUS ,21,+573Ê ,+2429Ê
1223,LUTHER ,21,+24Ê ,+510Ê
1223,MAKAI ,21,+239Ê ,Ê:Ê
1223,MAXIME ,21,-199Ê ,-62Ê
1223,MOISHE ,21,+316Ê ,+58Ê
1223,MURRAY ,21,-107Ê ,-184Ê
1223,NABIL ,21,+116Ê ,-633Ê
1223,NIHAL ,21,-531Ê ,+656Ê
1223,NIKOLAI ,21,+181Ê ,+374Ê
1223,OZZY ,21,-137Ê ,+58Ê
1223,PHARRELL ,21,-222Ê ,-771Ê
1223,PIERRE ,21,+394Ê ,-462Ê
1223,RYKER ,21,+1437Ê ,Ê:Ê
1223,RYLIE ,21,-292Ê ,+188Ê
1223,SALEH ,21,+71Ê ,+374Ê
1223,SHAURYA ,21,+316Ê ,Ê:Ê
1223,TAJUS ,21,+181Ê ,Ê:Ê
1223,THIERRY ,21,+71Ê ,-713Ê
1223,TOBIASZ ,21,-179Ê ,Ê:Ê
1223,VIRAJ ,21,-40Ê ,_Ê
1223,YOSEF ,21,-313Ê ,-62Ê
1223,YOUSAF ,21,-292Ê ,+276Ê
1223,YUSHA ,21,+483Ê ,Ê:Ê
1223,ZAHIR ,21,+832Ê ,+374Ê
1281,AABAN ,20,+425Ê ,Ê:Ê
1281,ABDULMALIK ,20,+258Ê ,Ê:Ê
1281,ARIEL ,20,+774Ê ,+1729Ê
1281,BARNABAS ,20,-134Ê ,+316Ê
1281,BENCE ,20,+181Ê ,Ê:Ê
1281,BRENDON ,20,-34Ê ,-771Ê
1281,CONAN ,20,+13Ê ,+316Ê
1281,DALEY ,20,-98Ê ,+598Ê
1281,DARSH ,20,-218Ê ,+1298Ê
1281,DAWOOD ,20,-195Ê ,+67Ê
1281,DHILAN ,20,-134Ê ,+452Ê
1281,ELVIS ,20,-134Ê ,-374Ê
1281,ESHAAN ,20,-350Ê ,+598Ê
1281,HAYYAN ,20,+336Ê ,+598Ê
1281,HUSNAIN ,20,+515Ê ,-374Ê
1281,IZAAN ,20,-371Ê ,Ê:Ê
1281,JAMESON ,20,-34Ê ,+598Ê
1281,JAMIL ,20,-34Ê ,-726Ê
1281,JAXX ,20,+774Ê ,Ê:Ê
1281,JAYCOB ,20,+13Ê ,+1729Ê
1281,JEDIDIAH ,20,-98Ê ,+1024Ê
1281,JERMAINE ,20,-218Ê ,-822Ê
1281,JOKUBAS ,20,-98Ê ,Ê:Ê
1281,JOSEF ,20,-371Ê ,-890Ê
1281,KOFI ,20,+123Ê ,-682Ê
1281,LOWEN ,20,+639Ê ,+1729Ê
1281,MICAIAH ,20,+515Ê ,+1729Ê
1281,MIKEL ,20,-34Ê ,+598Ê
1281,NAEEM ,20,+935Ê ,-439Ê
1281,NIAM ,20,-98Ê ,+452Ê
1281,NILE ,20,+336Ê ,_Ê
1281,ORAN ,20,-195Ê ,+130Ê
1281,RAHIM ,20,-305Ê ,-625Ê
1281,RAHUL ,20,+181Ê ,-916Ê
1281,RAJAN ,20,+13Ê ,-740Ê
1281,RICCARDO ,20,+774Ê ,+1024Ê
1281,RUAN ,20,+123Ê ,+1298Ê
1281,RUBIN ,20,+1122Ê ,+130Ê
1281,SPIKE ,20,+58Ê ,-577Ê
1281,TEEJAY ,20,+425Ê ,-281Ê
1281,TERENCE ,20,-399Ê ,-644Ê
1281,TJ ,20,+1379Ê ,-58Ê
1281,TYE ,20,-195Ê ,-749Ê
1281,WALEED ,20,-165Ê ,-531Ê
1281,ZI ,20,+425Ê ,+1298Ê
1281,ZIYAD ,20,+58Ê ,-120Ê
1327,AAYUSH ,19,-33Ê ,+172Ê
1327,ABDURAHMAN ,19,-180Ê ,+84Ê
1327,AUGUSTAS ,19,+1076Ê ,Ê:Ê
1327,BEAR ,19,+212Ê ,Ê:Ê
1327,BOWEN ,19,-80Ê ,+2325Ê
1327,CAMDEN ,19,-506Ê ,+172Ê
1327,CARWYN ,19,-144Ê ,-451Ê
1327,CINAR ,19,+12Ê ,Ê:Ê
1327,DAINTON ,19,+12Ê ,+84Ê
1327,DALE ,19,-33Ê ,-827Ê
1327,DAYTON ,19,+135Ê ,+744Ê
1327,DOMAS ,19,-144Ê ,+2325Ê
1327,DONNIE ,19,+728Ê ,+552Ê
1327,FINLEE ,19,+593Ê ,+270Ê
1327,FINNIAN ,19,+379Ê ,-566Ê
1327,FORREST ,19,+889Ê ,+2325Ê
1327,HARVEY-LEE ,19,-373Ê ,+744Ê
1327,INDY ,19,-80Ê ,+2325Ê
1327,IOLO ,19,-264Ê ,-327Ê
1327,JERRY ,19,-241Ê ,-46Ê
1327,JOHN-PAUL ,19,-144Ê ,-388Ê
1327,KAEDEN ,19,+212Ê ,+1683Ê
1327,KAMERON ,19,-180Ê ,-840Ê
1327,KAYLEM ,19,-33Ê ,+84Ê
1327,KEAGAN ,19,+290Ê ,-216Ê
1327,KEENAN ,19,+379Ê ,-925Ê
1327,KENDRICK ,19,-144Ê ,Ê:Ê
1327,KODIE ,19,+135Ê ,+1252Ê
1327,KOEN ,19,+290Ê ,+978Ê
1327,KORNEL ,19,-211Ê ,Ê:Ê
1327,LIONEL ,19,+12Ê ,+552Ê
1327,MACK ,19,+135Ê ,+406Ê
1327,MAURICE ,19,+889Ê ,-216Ê
1327,MOHSIN ,19,-80Ê ,-485Ê
1327,NYLE ,19,-264Ê ,+270Ê
1327,PRANAV ,19,-80Ê ,-388Ê
1327,RAVI ,19,-283Ê ,-288Ê
1327,SHIVAM ,19,-80Ê ,-356Ê
1327,SIDDHARTH ,19,-211Ê ,-216Ê
1327,TY ,19,-565Ê ,-804Ê
1327,VINCENZO ,19,-80Ê ,-46Ê
1327,VLAD ,19,+728Ê ,+1683Ê
1327,ZACHARIA ,19,+290Ê ,+406Ê
1370,ABDULAZIZ ,18,-123Ê ,-89Ê
1370,AMEEN ,18,-369Ê ,+363Ê
1370,AREN ,18,-123Ê ,+509Ê
1370,ARMANI ,18,-326Ê ,-370Ê
1370,AVROHOM ,18,+92Ê ,-147Ê
1370,BABY ,18,+34Ê ,+1209Ê
1370,BAY ,18,+92Ê ,Ê:Ê
1370,BERAT ,18,-394Ê ,+2282Ê
1370,BODIE ,18,+685Ê ,Ê:Ê
1370,CHAYSE ,18,+169Ê ,+1640Ê
1370,CLEMENT ,18,-187Ê ,+363Ê
1370,CODIE ,18,-76Ê ,-147Ê
1370,CORBAN ,18,-187Ê ,-209Ê
1370,ENES ,18,+92Ê ,+129Ê
1370,EPHRAIM ,18,-76Ê ,-259Ê
1370,FARHAAN ,18,+34Ê ,-638Ê
1370,GUTO ,18,+247Ê ,+701Ê
1370,HARLOW ,18,-223Ê ,Ê:Ê
1370,HARVEER ,18,-254Ê ,+363Ê
1370,HENRYK ,18,+426Ê ,Ê:Ê
1370,IGNACY ,18,+550Ê ,Ê:Ê
1370,JADON ,18,-488Ê ,-209Ê
1370,JIMI ,18,+426Ê ,-259Ê
1370,KAIYAN ,18,+550Ê ,+2282Ê
1370,KALEL ,18,+336Ê ,Ê:Ê
1370,KAMAL ,18,-223Ê ,-681Ê
1370,KAYSAN ,18,+1033Ê ,+2282Ê
1370,KIAAN ,18,+426Ê ,Ê:Ê
1370,KIRAN ,18,-533Ê ,-838Ê
1370,KOREY ,18,-582Ê ,-292Ê
1370,KRISHAN ,18,-187Ê ,-431Ê
1370,KRISHNA ,18,-187Ê ,-209Ê
1370,KSAWERY ,18,-76Ê ,Ê:Ê
1370,LARRY ,18,+685Ê ,+227Ê
1370,LEV ,18,+685Ê ,Ê:Ê
1370,LUC ,18,-284Ê ,-927Ê
1370,MANRAJ ,18,-439Ê ,-209Ê
1370,MELVIN ,18,+169Ê ,-331Ê
1370,MIKE ,18,+247Ê ,+129Ê
1370,PAOLO ,18,+336Ê ,-331Ê
1370,RAMI ,18,+426Ê ,-370Ê
1370,RUI ,18,-123Ê ,-528Ê
1370,SAIM ,18,-326Ê ,+227Ê
1370,SALIM ,18,-31Ê ,-259Ê
1370,TAIO ,18,+92Ê ,+1640Ê
1370,THEON ,18,+550Ê ,+1640Ê
1370,TODD ,18,-369Ê ,-1049Ê
1370,VANSH ,18,+1584Ê ,+935Ê
1370,VLADIMIR ,18,-31Ê ,+935Ê
1370,YAZAN ,18,+92Ê ,+935Ê
1370,ZAEEM ,18,+336Ê ,+509Ê
1421,ABAAN ,17,+1239Ê ,Ê:Ê
1421,ADOMAS ,17,-127Ê ,Ê:Ê
1421,AREEB ,17,-238Ê ,-421Ê
1421,AYDAN ,17,+499Ê ,+78Ê
1421,AZARIAH ,17,+285Ê ,+1589Ê
1421,AZIZ ,17,+982Ê ,+650Ê
1421,BENYAMIN ,17,-274Ê ,+2231Ê
1421,BRAX ,17,-490Ê ,Ê:Ê
1421,CAMPBELL ,17,-238Ê ,-703Ê
1421,CLARKE ,17,+196Ê ,+312Ê
1421,CRISTIANO ,17,+285Ê ,-310Ê
1421,DAN ,17,-238Ê ,-765Ê
1421,DAVI ,17,+41Ê ,Ê:Ê
1421,DEIVIDAS ,17,-82Ê ,+1589Ê
1421,DOMINIKS ,17,+1894Ê ,Ê:Ê
1421,ELNATHAN ,17,+634Ê ,Ê:Ê
1421,EYAD ,17,+634Ê ,Ê:Ê
1421,FAHEEM ,17,+634Ê ,-310Ê
1421,FAISAL ,17,-467Ê ,-732Ê
1421,FAIZAAN ,17,-377Ê ,-765Ê
1421,FEDERICO ,17,-305Ê ,+884Ê
1421,FRANKIE-LEE ,17,+375Ê ,Ê:Ê
1421,FREDRIK ,17,+634Ê ,+78Ê
1421,GEOFFREY ,17,+499Ê ,-260Ê
1421,GURVEER ,17,-305Ê ,+78Ê
1421,HAO ,17,+982Ê ,+1158Ê
1421,HARVIE ,17,+795Ê ,-630Ê
1421,HEZEKIAH ,17,+285Ê ,+1589Ê
1421,IOANNIS ,17,+118Ê ,+1589Ê
1421,JASKARAN ,17,+2401Ê ,-140Ê
1421,JASRAJ ,17,+196Ê ,-10Ê
1421,JAWAD ,17,-274Ê ,-630Ê
1421,JAYLAN ,17,-539Ê ,+884Ê
1421,JIBRIL ,17,-238Ê ,-450Ê
1421,JOSHUA-JAMES ,17,-238Ê ,-73Ê
1421,JOZEF ,17,-238Ê ,-260Ê
1421,KAJETAN ,17,+196Ê ,Ê:Ê
1421,KEANU ,17,-305Ê ,-703Ê
1421,LARS ,17,+285Ê ,+312Ê
1421,LUKASZ ,17,-17Ê ,+2231Ê
1421,MAHAMED ,17,-127Ê ,-198Ê
1421,MAHMOUD ,17,-238Ê ,-260Ê
1421,MANVEER ,17,+41Ê ,-73Ê
1421,MARKUSS ,17,-127Ê ,Ê:Ê
1421,MARLOW ,17,-127Ê ,Ê:Ê
1421,MATTIA ,17,+196Ê ,+312Ê
1421,MONTAGUE ,17,-305Ê ,+176Ê
1421,MORRIS ,17,-305Ê ,-10Ê
1421,MUJTABA ,17,+118Ê ,+650Ê
1421,NICK ,17,+196Ê ,-198Ê
1421,OSKARAS ,17,+118Ê ,Ê:Ê
1421,PAVEL ,17,+41Ê ,+1158Ê
1421,RISHAAN ,17,-335Ê ,Ê:Ê
1421,RIYAN ,17,-17Ê ,+2231Ê
1421,ROAN ,17,-335Ê ,-944Ê
1421,RUARI ,17,+118Ê ,-260Ê
1421,SAID ,17,+41Ê ,-260Ê
1421,SHAYNE ,17,-82Ê ,-198Ê
1421,SHILOH ,17,-274Ê ,+458Ê
1421,SUDAIS ,17,+285Ê ,+2231Ê
1421,SULEMAN ,17,+196Ê ,-717Ê
1421,TAMIM ,17,+41Ê ,+884Ê
1421,TIAN ,17,+285Ê ,+2231Ê
1421,TYRION ,17,+1533Ê ,Ê:Ê
1421,WOODROW ,17,-17Ê ,Ê:Ê
1486,AADI ,16,+434Ê ,Ê:Ê
1486,AAMIR ,16,-239Ê ,-325Ê
1486,ALED ,16,-339Ê ,-896Ê
1486,ALFIE-JOE ,16,+1174Ê ,+2166Ê
1486,ANEURIN ,16,-555Ê ,-547Ê
1486,ANGEL ,16,-147Ê ,-75Ê
1486,ANISH ,16,-715Ê ,-797Ê
1486,ANWAR ,16,+131Ê ,-375Ê
1486,ARMANDO ,16,+569Ê ,+585Ê
1486,AUGUSTUS ,16,+310Ê ,-205Ê
1486,AXL ,16,-82Ê ,+585Ê
1486,BARCLAY ,16,+1174Ê ,Ê:Ê
1486,BLAISE ,16,+220Ê ,-75Ê
1486,BLU ,16,-82Ê ,+1524Ê
1486,BOAZ ,16,+310Ê ,Ê:Ê
1486,COBEY ,16,-239Ê ,+393Ê
1486,CONSTANTINE ,16,-82Ê ,+2166Ê
1486,CORIN ,16,+2336Ê ,+247Ê
1486,COSMO ,16,-82Ê ,-515Ê
1486,DANIAL ,16,-82Ê ,-712Ê
1486,DIOGO ,16,+730Ê ,-325Ê
1486,EOGHAN ,16,-370Ê ,+393Ê
1486,ERICK ,16,+1174Ê ,+2166Ê
1486,ERIKAS ,16,+569Ê ,+2166Ê
1486,FENTON ,16,+53Ê ,-896Ê
1486,FINBAR ,16,+53Ê ,-408Ê
1486,HAMAD ,16,+1468Ê ,+393Ê
1486,HARTLEY ,16,+220Ê ,+2166Ê
1486,HUZAIFAH ,16,-423Ê ,-712Ê
1486,IANIS ,16,-24Ê ,Ê:Ê
1486,IGNAS ,16,+434Ê ,Ê:Ê
1486,IRFAN ,16,-303Ê ,-263Ê
1486,JIBREEL ,16,+53Ê ,+1524Ê
1486,KAIDAN ,16,-147Ê ,+247Ê
1486,KAMARI ,16,-192Ê ,+393Ê
1486,KARAN ,16,-147Ê ,-887Ê
1486,KASEY ,16,-82Ê ,-797Ê
1486,KAVIN ,16,+730Ê ,+111Ê
1486,KHALEEL ,16,+310Ê ,+111Ê
1486,KHALIFA ,16,+220Ê ,+1093Ê
1486,LEWI ,16,-24Ê ,+247Ê
1486,LLEWELYN ,16,+310Ê ,+247Ê
1486,LUCAS-JAMES ,16,+917Ê ,Ê:Ê
1486,MARIUS ,16,+569Ê ,+111Ê
1486,MARLOWE ,16,+917Ê ,Ê:Ê
1486,MARTINS ,16,+917Ê ,Ê:Ê
1486,MARWAN ,16,-339Ê ,-408Ê
1486,MASSIMO ,16,-303Ê ,+247Ê
1486,MAXX ,16,+53Ê ,+1524Ê
1486,MIROSLAV ,16,+434Ê ,Ê:Ê
1486,MOISE ,16,+53Ê ,Ê:Ê
1486,MOOSA ,16,+220Ê ,+1093Ê
1486,MURPHY ,16,+569Ê ,-408Ê
1486,NIKOLAOS ,16,+434Ê ,+1093Ê
1486,OM ,16,-339Ê ,-263Ê
1486,RADLEY ,16,+1174Ê ,+819Ê
1486,RAHEEL ,16,+569Ê ,-138Ê
1486,REEF ,16,+310Ê ,-515Ê
1486,REIS ,16,+434Ê ,+585Ê
1486,RENE ,16,+220Ê ,+13Ê
1486,RONIN ,16,+310Ê ,+393Ê
1486,RYLEIGH ,16,+53Ê ,+819Ê
1486,SACHA ,16,-82Ê ,-644Ê
1486,SAEED ,16,+310Ê ,+13Ê
1486,SAIFULLAH ,16,+220Ê ,+111Ê
1486,SAMARTH ,16,-147Ê ,+1524Ê
1486,SAWYER ,16,-82Ê ,Ê:Ê
1486,SAXON ,16,-303Ê ,-75Ê
1486,SHALOM ,16,+1174Ê ,+1524Ê
1486,SHREY ,16,+310Ê ,+247Ê
1486,STAN ,16,+434Ê ,-547Ê
1486,THOMAS-JAMES ,16,+310Ê ,+1093Ê
1486,YI ,16,+131Ê ,+1093Ê
1486,ZIDANE ,16,-24Ê ,+247Ê
1560,ADAN ,15,-444Ê ,-279Ê
1560,AHSAN ,15,-21Ê ,-684Ê
1560,ANDERSON ,15,-629Ê ,+173Ê
1560,ARCHIE-JAMES ,15,+236Ê ,Ê:Ê
1560,ARIS ,15,-21Ê ,+1019Ê
1560,ARLIE ,15,+236Ê ,Ê:Ê
1560,ASHAR ,15,-313Ê ,+2092Ê
1560,BILL ,15,+360Ê ,-337Ê
1560,BO ,15,+1755Ê ,+1019Ê
1560,BRYSON ,15,+236Ê ,Ê:Ê
1560,CAOLAN ,15,+1394Ê ,-337Ê
1560,CASSIAN ,15,-266Ê ,+1019Ê
1560,CONNAH ,15,+146Ê ,+37Ê
1560,DANIIL ,15,-313Ê ,Ê:Ê
1560,DAUD ,15,+1394Ê ,-482Ê
1560,DHYAN ,15,+146Ê ,Ê:Ê
1560,DIVINE ,15,+57Ê ,+319Ê
1560,EFE ,15,-377Ê ,+173Ê
1560,ENIS ,15,+1100Ê ,+1450Ê
1560,EUGENE ,15,-98Ê ,-799Ê
1560,FATEH ,15,+495Ê ,Ê:Ê
1560,FERNANDO ,15,+146Ê ,-212Ê
1560,FRANKLYN ,15,-377Ê ,+745Ê
1560,FRAZIER ,15,+843Ê ,Ê:Ê
1560,GEORGIOS ,15,+843Ê ,+511Ê
1560,GERRARD ,15,+360Ê ,+319Ê
1560,GIANLUCA ,15,-313Ê ,-718Ê
1560,HAIDAR ,15,+360Ê ,-621Ê
1560,HAKEEM ,15,-377Ê ,-684Ê
1560,HAYDON ,15,-221Ê ,-871Ê
1560,HISHAM ,15,-474Ê ,-337Ê
1560,JAEDEN ,15,+656Ê ,-212Ê
1560,JAIDAN ,15,+236Ê ,+173Ê
1560,JAIME ,15,-156Ê ,-744Ê
1560,JAYDEN-JAMES ,15,-221Ê ,Ê:Ê
1560,JULIEN ,15,+1100Ê ,+173Ê
1560,KAIRON ,15,+57Ê ,+745Ê
1560,KAISER ,15,-98Ê ,+2092Ê
1560,KAISON ,15,-98Ê ,Ê:Ê
1560,KALVIN ,15,+495Ê ,+37Ê
1560,KEIRAN ,15,-868Ê ,-1305Ê
1560,KESHAV ,15,+1394Ê ,+37Ê
1560,KEVINAS ,15,+57Ê ,Ê:Ê
1560,KHALED ,15,-98Ê ,-482Ê
1560,KYDEN ,15,+656Ê ,+1450Ê
1560,LLEWYN ,15,Ê:Ê ,Ê:Ê
1560,LLEYTON ,15,+57Ê ,-449Ê
1560,LUCIUS ,15,+57Ê ,+745Ê
1560,MAC ,15,-266Ê ,-212Ê
1560,MOHID ,15,-21Ê ,+2092Ê
1560,NIKOLA ,15,+843Ê ,+511Ê
1560,RAIDEN ,15,-313Ê ,+1450Ê
1560,RARES ,15,+146Ê ,Ê:Ê
1560,REES ,15,+1755Ê ,-718Ê
1560,ROBERTO ,15,-377Ê ,-482Ê
1560,SASHA ,15,+57Ê ,-482Ê
1560,SEHAJ ,15,+656Ê ,Ê:Ê
1560,SHMUEL ,15,+146Ê ,+745Ê
1560,TALIESIN ,15,+495Ê ,+511Ê
1560,TANNER ,15,+495Ê ,+511Ê
1560,TRENT ,15,-221Ê ,+173Ê
1560,TYREECE ,15,-444Ê ,-1037Ê
1560,VINCE ,15,+57Ê ,-61Ê
1560,WILLEM ,15,-98Ê ,-684Ê
1560,YASSIN ,15,-377Ê ,-399Ê
1560,YOEL ,15,+843Ê ,+319Ê
1560,YOUNES ,15,-266Ê ,+511Ê
1560,YU ,15,-377Ê ,+37Ê
1560,ZAHID ,15,+1394Ê ,-449Ê
1560,ZAIDEN ,15,+146Ê ,Ê:Ê
1630,ABYAN ,14,+1324Ê ,Ê:Ê
1630,ADEEL ,14,-13Ê ,-856Ê
1630,AHAD ,14,+76Ê ,-519Ê
1630,AILBE ,14,+2192Ê ,Ê:Ê
1630,AKSHAY ,14,-13Ê ,-630Ê
1630,ALFIE-JACK ,14,+425Ê ,Ê:Ê
1630,ALFIE-JOHN ,14,+76Ê ,+2022Ê
1630,ALYAN ,14,+3055Ê ,Ê:Ê
1630,AMAAR ,14,-291Ê ,-469Ê
1630,ARMIN ,14,+166Ê ,+1380Ê
1630,ARSALAN ,14,+1030Ê ,+949Ê
1630,AUDEN ,14,+3055Ê ,Ê:Ê
1630,AUSTYN ,14,+166Ê ,Ê:Ê
1630,AYMEN ,14,-291Ê ,-407Ê
1630,AYOMIDE ,14,-447Ê ,-691Ê
1630,BARTLOMIEJ ,14,-291Ê ,+949Ê
1630,BOBBY-LEE ,14,-168Ê ,+103Ê
1630,BRYCE ,14,-336Ê ,-912Ê
1630,CEZARY ,14,+290Ê ,Ê:Ê
1630,DAKSH ,14,+76Ê ,Ê:Ê
1630,DANIELS ,14,-291Ê ,Ê:Ê
1630,DEVLIN ,14,+166Ê ,-519Ê
1630,EAMON ,14,+773Ê ,-591Ê
1630,EBENEZER ,14,+166Ê ,-131Ê
1630,EDOARDO ,14,+1030Ê ,+2022Ê
1630,EHSAAN ,14,+290Ê ,+2022Ê
1630,ELIEZER ,14,+290Ê ,-219Ê
1630,ELIO ,14,+290Ê ,+2022Ê
1630,FAREED ,14,+425Ê ,+949Ê
1630,FLORIAN ,14,-483Ê ,-33Ê
1630,GRUFFUDD ,14,+1030Ê ,-219Ê
1630,GWION ,14,+290Ê ,-469Ê
1630,HAMID ,14,-676Ê ,-630Ê
1630,HARVEY-JAY ,14,+425Ê ,+441Ê
1630,ILAN ,14,-226Ê ,+949Ê
1630,ILIAS ,14,-91Ê ,+2022Ê
1630,IZAIAH ,14,-13Ê ,+949Ê
1630,JACOB-JAMES ,14,-336Ê ,Ê:Ê
1630,JAD ,14,-336Ê ,-282Ê
1630,JAY-JAY ,14,+425Ê ,-788Ê
1630,JAYLON ,14,+773Ê ,Ê:Ê
1630,JIM ,14,+1030Ê ,-552Ê
1630,JOBY ,14,+2192Ê ,-33Ê
1630,JOHN-JAMES ,14,-291Ê ,Ê:Ê
1630,JOHNATHAN ,14,+166Ê ,-1075Ê
1630,KAAN ,14,-447Ê ,-630Ê
1630,KALEN ,14,+1324Ê ,+103Ê
1630,KERIM ,14,+586Ê ,-219Ê
1630,KRISTOPHER ,14,-291Ê ,-407Ê
1630,KYREN ,14,+166Ê ,+675Ê
1630,LEO-JAMES ,14,+425Ê ,Ê:Ê
1630,LEWYS ,14,+166Ê ,-1130Ê
1630,MAJUS ,14,-168Ê ,Ê:Ê
1630,MARCOS ,14,-91Ê ,-131Ê
1630,MARKO ,14,-383Ê ,-469Ê
1630,MARTIM ,14,+290Ê ,Ê:Ê
