Row,Name,Count,crank1,crankx
574,KEELAN ,62,+15Ê ,-288Ê
574,KHALIL ,62,+197Ê ,+217Ê
574,MIGUEL ,62,-66Ê ,+51Ê
574,NIKOLAS ,62,+102Ê ,+837Ê
574,RIAN ,62,-60Ê ,-87Ê
574,SAMIR ,62,+214Ê ,-246Ê
574,VIVAAN ,62,+110Ê ,Ê:Ê
583,AYUB ,61,-13Ê ,+7Ê
583,CAIN ,61,-63Ê ,-308Ê
583,CASPAR ,61,+38Ê ,+54Ê
583,MACSEN ,61,+327Ê ,+1296Ê
583,MADDOX ,61,-90Ê ,+259Ê
583,RALPHIE ,61,-18Ê ,+1150Ê
583,REAGAN ,61,-45Ê ,+42Ê
583,SAUL ,61,-18Ê ,-268Ê
583,SHAUN ,61,-94Ê ,-434Ê
592,ESA ,60,+138Ê ,+224Ê
592,FRED ,60,-22Ê ,-97Ê
592,JAYLEN ,60,+40Ê ,+1005Ê
592,RAYMOND ,60,+11Ê ,+112Ê
592,TYMON ,60,+63Ê ,+3060Ê
597,ABBAS ,59,+69Ê ,-110Ê
597,ARCHIBALD ,59,-146Ê ,-42Ê
597,LORCAN ,59,+133Ê ,+71Ê
597,MATEO ,59,+24Ê ,+310Ê
597,NOJUS ,59,+112Ê ,+2413Ê
597,PERCY ,59,+112Ê ,+1136Ê
597,SAHIL ,59,-27Ê ,-213Ê
597,TOMASZ ,59,+50Ê ,+1000Ê
605,BRAXTON ,58,-108Ê ,+1700Ê
605,HADLEY ,58,+42Ê ,+237Ê
605,MACKENZIE ,58,-160Ê ,-483Ê
605,MAXIMILLIAN ,58,+27Ê ,-262Ê
605,QASIM ,58,-24Ê ,-128Ê
605,YOUSEF ,58,-91Ê ,+32Ê
611,DAWSON ,57,+10Ê ,+205Ê
611,MIKAEEL ,57,+10Ê ,+800Ê
611,OWAIN ,57,_Ê ,-330Ê
611,SAMSON ,57,-136Ê ,+14Ê
611,ZACKARY ,57,-41Ê ,+180Ê
616,COEN ,56,+234Ê ,+3036Ê
616,DORIAN ,56,+172Ê ,+1263Ê
616,EDISON ,56,-61Ê ,+981Ê
616,IEUAN ,56,-20Ê ,-376Ê
616,MARIO ,56,-56Ê ,-61Ê
616,OISIN ,56,+76Ê ,+134Ê
616,ORLANDO ,56,-46Ê ,-146Ê
616,TAHA ,56,-46Ê ,+21Ê
624,BRUCE ,55,-21Ê ,+1Ê
624,FARHAN ,55,-145Ê ,-222Ê
624,KADE ,55,-13Ê ,-114Ê
624,MATHEW ,55,+23Ê ,-394Ê
624,RAYAAN ,55,-3Ê ,+599Ê
624,SHAYAN ,55,-64Ê ,+167Ê
624,UZAIR ,55,-78Ê ,-222Ê
624,ZAID ,55,+31Ê ,-147Ê
632,ABDIRAHMAN ,54,-77Ê ,-219Ê
632,ALEC ,54,-21Ê ,-307Ê
632,ANTON ,54,-100Ê ,-238Ê
632,ARAN ,54,+5Ê ,-33Ê
632,BROGAN ,54,+34Ê ,-33Ê
632,CARL ,54,+88Ê ,-371Ê
632,EISA ,54,-67Ê ,+649Ê
632,EMIL ,54,+34Ê ,+339Ê
632,JOVAN ,54,+119Ê ,+1101Ê
632,RISHI ,54,-29Ê ,-208Ê
632,TYLER-JAMES ,54,-181Ê ,+1673Ê
643,ARHAM ,53,-6Ê ,+768Ê
643,CALLAN ,53,-32Ê ,+328Ê
643,DHRUV ,53,-40Ê ,-120Ê
643,GIOVANNI ,53,+33Ê ,+75Ê
643,LUCCA ,53,+12Ê ,+435Ê
643,SAIF ,53,-129Ê ,-322Ê
643,WESLEY ,53,+12Ê ,-378Ê
650,ALESSANDRO ,52,-61Ê ,-140Ê
650,AMMAR ,52,+121Ê ,+6Ê
650,BRENDAN ,52,-54Ê ,-397Ê
650,DARCY ,52,+351Ê ,+257Ê
650,EMILIO ,52,-13Ê ,+124Ê
650,NIKITA ,52,+101Ê ,+849Ê
650,OLAF ,52,+80Ê ,+1929Ê
650,TOMMIE ,52,-13Ê ,+1083Ê
650,ZAKARIYYA ,52,+154Ê ,+192Ê
659,ABDURRAHMAN ,51,+71Ê ,+622Ê
659,ALBY ,51,+25Ê ,+1220Ê
659,ATTICUS ,51,+71Ê ,+840Ê
659,DENIZ ,51,-70Ê ,-34Ê
659,FRANCESCO ,51,+50Ê ,-60Ê
659,KARIM ,51,+145Ê ,-60Ê
659,NEO ,51,+103Ê ,-291Ê
659,REID ,51,-127Ê ,+752Ê
659,RONNY ,51,-4Ê ,+248Ê
659,ROSS ,51,+61Ê ,-498Ê
659,WILSON ,51,+33Ê ,+132Ê
670,CRAIG ,50,+101Ê ,-448Ê
670,ESHAN ,50,-4Ê ,+206Ê
670,HARPER ,50,+151Ê ,+1401Ê
670,HUBERT ,50,-124Ê ,+2982Ê
670,JEEVAN ,50,+240Ê ,-45Ê
670,LEONIDAS ,50,-49Ê ,+1635Ê
670,MAHDI ,50,-23Ê ,+237Ê
670,NATHANAEL ,50,-170Ê ,-160Ê
670,TALHA ,50,-74Ê ,-160Ê
670,TOMMY-LEE ,50,-150Ê ,+237Ê
680,MEHMET ,49,+124Ê ,-245Ê
680,REEGAN ,49,+4Ê ,-24Ê
680,TIAGO ,49,-14Ê ,+162Ê
680,ZAYNE ,49,-77Ê ,+1899Ê
684,ADIL ,48,-18Ê ,-401Ê
684,ADYAN ,48,-52Ê ,+2326Ê
684,AJAY ,48,-37Ê ,-333Ê
684,ASA ,48,-37Ê ,-47Ê
684,BARTOSZ ,48,-195Ê ,+2326Ê
684,COLIN ,48,+166Ê ,-152Ê
684,EDMUND ,48,+153Ê ,+20Ê
684,HAMZAH ,48,-140Ê ,-350Ê
684,ISMAEL ,48,+67Ê ,+132Ê
684,KAREEM ,48,+270Ê ,+316Ê
684,ORION ,48,+67Ê ,+597Ê
695,CALUM ,47,-163Ê ,-513Ê
695,GREGORY ,47,-114Ê ,-343Ê
695,HAROON ,47,-163Ê ,-271Ê
695,HAYDN ,47,-209Ê ,-434Ê
695,JAYCE ,47,+177Ê ,+2957Ê
695,JAYDON ,47,-114Ê ,-370Ê
695,KAJUS ,47,-84Ê ,+1610Ê
695,KAYLAN ,47,+14Ê ,+528Ê
695,KAYSON ,47,+35Ê ,Ê:Ê
695,LYLE ,47,+306Ê ,+902Ê
695,MALACHY ,47,+25Ê ,-140Ê
695,MATTHIAS ,47,+93Ê ,+212Ê
695,RAJA ,47,+187Ê ,-195Ê
695,RICARDO ,47,+25Ê ,-225Ê
695,TYRESE ,47,-171Ê ,-492Ê
710,EMERSON ,46,+78Ê ,+638Ê
710,HENDRIX ,46,+61Ê ,+2300Ê
710,LAITH ,46,+78Ê ,+701Ê
710,WINSTON ,46,+172Ê ,+1169Ê
714,ADDISON ,45,-133Ê ,+60Ê
714,ANDREAS ,45,-59Ê ,-138Ê
714,CAIRO ,45,-103Ê ,+225Ê
714,CONRAD ,45,-103Ê ,-306Ê
714,DARREN ,45,+48Ê ,-459Ê
714,EMMETT ,45,+107Ê ,Ê:Ê
714,GIDEON ,45,-30Ê ,-115Ê
714,HASNAIN ,45,+6Ê ,-275Ê
714,HERBIE ,45,-59Ê ,-77Ê
714,KENNY ,45,+16Ê ,+47Ê
714,MAHIR ,45,-38Ê ,+77Ê
714,PHILLIP ,45,-5Ê ,-271Ê
714,SAFWAN ,45,+69Ê ,+77Ê
714,SULAYMAN ,45,+310Ê ,+325Ê
714,ZAKI ,45,+107Ê ,+162Ê
714,ZANDER ,45,-194Ê ,+397Ê
730,ADEN ,44,-21Ê ,-154Ê
730,ADITYA ,44,-38Ê ,+2Ê
730,ALEXANDRE ,44,+91Ê ,-105Ê
730,AMOS ,44,+180Ê ,+1003Ê
730,CYRUS ,44,-38Ê ,-74Ê
730,ISSA ,44,+91Ê ,+309Ê
730,IWAN ,44,+74Ê ,-362Ê
730,JUDAH ,44,-64Ê ,+551Ê
730,MATEI ,44,+333Ê ,Ê:Ê
730,MD ,44,-38Ê ,+309Ê
730,SAAD ,44,+58Ê ,-93Ê
730,TAYLAN ,44,-109Ê ,+112Ê
730,TREY ,44,-160Ê ,+61Ê
730,ZEESHAN ,44,-109Ê ,-154Ê
744,ADNAN ,43,-24Ê ,-360Ê
744,ARRAN ,43,+18Ê ,-439Ê
744,ARUN ,43,-52Ê ,-406Ê
744,AYRTON ,43,+27Ê ,+195Ê
744,BORIS ,43,+60Ê ,+256Ê
744,DANYAL ,43,+210Ê ,-398Ê
744,HUXLEY ,43,-14Ê ,Ê:Ê
744,KARL ,43,+300Ê ,-450Ê
744,RAYHAN ,43,-14Ê ,-158Ê
744,TYMOTEUSZ ,43,+550Ê ,Ê:Ê
754,DEEN ,42,+128Ê ,+324Ê
754,DENNY ,42,+50Ê ,+185Ê
754,EMIR ,42,-62Ê ,+657Ê
754,HUW ,42,+50Ê ,-222Ê
754,IESTYN ,42,-78Ê ,-517Ê
754,IFAN ,42,+332Ê ,-117Ê
754,JOHAN ,42,-62Ê ,+324Ê
754,MIKAEL ,42,+200Ê ,+745Ê
754,NEIL ,42,+156Ê ,-244Ê
754,RALPHY ,42,-3Ê ,+2898Ê
754,ZAYYAN ,42,+247Ê ,+657Ê
765,ABUBAKR ,41,+85Ê ,+1306Ê
765,ALEJANDRO ,41,+639Ê ,+142Ê
765,ARTUR ,41,+56Ê ,+1306Ê
765,CARLOS ,41,-73Ê ,-278Ê
765,EDGAR ,41,+117Ê ,+77Ê
765,FYNN ,41,-35Ê ,-341Ê
765,HAARIS ,41,+18Ê ,-367Ê
765,HADI ,41,+72Ê ,+346Ê
765,HUGHIE ,41,+166Ê ,+1540Ê
765,KAMRAN ,41,-35Ê ,-460Ê
765,KIERON ,41,-89Ê ,-596Ê
765,MILOSZ ,41,+72Ê ,Ê:Ê
765,SANTINO ,41,-3Ê ,+346Ê
765,SUFYAN ,41,-73Ê ,-47Ê
765,WILBUR ,41,-35Ê ,+734Ê
765,WOJCIECH ,41,-14Ê ,Ê:Ê
781,AMAN ,40,-89Ê ,-555Ê
781,AMAR ,40,+23Ê ,-205Ê
781,ARI ,40,+40Ê ,+816Ê
781,BENAS ,40,+101Ê ,+2871Ê
781,BUSTER ,40,+69Ê ,+630Ê
781,DENZEL ,40,+56Ê ,-182Ê
781,DILAN ,40,-97Ê ,-102Ê
781,FAIZAN ,40,-51Ê ,-240Ê
781,JAK ,40,-51Ê ,-520Ê
781,KABIR ,40,+195Ê ,+126Ê
781,KAELAN ,40,+56Ê ,+330Ê
781,OWAIS ,40,+173Ê ,-102Ê
781,ROCKY ,40,-115Ê ,+380Ê
781,SHAE ,40,-10Ê ,-7Ê
781,STEFFAN ,40,+101Ê ,-249Ê
781,TEO ,40,+129Ê ,+952Ê
797,ACE ,39,-88Ê ,+203Ê
797,CHACE ,39,+179Ê ,Ê:Ê
797,CORMAC ,39,+319Ê ,-79Ê
797,EDUARD ,39,+85Ê ,+2213Ê
797,KOBIE ,39,-67Ê ,+1082Ê
797,REMI ,39,+53Ê ,+79Ê
797,RIDWAN ,39,+7Ê ,-23Ê
797,SIMEON ,39,+7Ê ,-65Ê
805,ALASTAIR ,38,-85Ê ,-362Ê
805,AYAZ ,38,+219Ê ,+928Ê
805,DAMON ,38,-139Ê ,-310Ê
805,EMANUEL ,38,+342Ê ,+306Ê
805,EREN ,38,+219Ê ,-116Ê
805,ERYK ,38,-139Ê ,+2847Ê
805,ETIENNE ,38,+105Ê ,+543Ê
805,FIONN ,38,+171Ê ,+234Ê
805,HUEY ,38,-75Ê ,+543Ê
805,IDREES ,38,+45Ê ,+606Ê
805,JAYDAN ,38,-54Ê ,-229Ê
805,KIYAN ,38,+45Ê ,+606Ê
805,KRZYSZTOF ,38,+219Ê ,Ê:Ê
805,LUQMAN ,38,+171Ê ,-44Ê
805,MACIEJ ,38,-75Ê ,+2205Ê
805,NATANIEL ,38,-1Ê ,Ê:Ê
805,PEDRO ,38,+77Ê ,+134Ê
805,RONALD ,38,-34Ê ,+102Ê
805,STANISLAW ,38,+77Ê ,+2205Ê
805,ZAKARIYAH ,38,+171Ê ,+2847Ê
825,ABDUR ,37,+47Ê ,+82Ê
825,ANDY ,37,+25Ê ,-93Ê
825,ARNAV ,37,-214Ê ,+456Ê
825,CORBEN ,37,+199Ê ,-64Ê
825,FREDRICK ,37,+238Ê ,+286Ê
825,HASHIR ,37,+238Ê ,+1480Ê
825,KLAY ,37,+358Ê ,+1480Ê
825,NOLAN ,37,-54Ê ,+1246Ê
825,ROME ,37,+199Ê ,Ê:Ê
825,TRYSTAN ,37,+25Ê ,+214Ê
825,VIKTOR ,37,-63Ê ,+2827Ê
825,WILF ,37,+579Ê ,+398Ê
837,ABUBAKAR ,36,+94Ê ,+39Ê
837,AUSTEN ,36,+45Ê ,+896Ê
837,AYOUB ,36,+94Ê ,+39Ê
837,BAXTER ,36,-16Ê ,+1742Ê
837,CASPIAN ,36,+117Ê ,+1234Ê
837,DANIELIUS ,36,-86Ê ,Ê:Ê
837,ELIOT ,36,_Ê ,-238Ê
837,HUSSEIN ,36,_Ê ,-181Ê
837,JAYSON ,36,+346Ê ,+202Ê
837,JORGE ,36,+139Ê ,-247Ê
837,MAREK ,36,+94Ê ,+1234Ê
837,NELSON ,36,+45Ê ,+386Ê
837,ODIN ,36,+139Ê ,+1742Ê
837,SALMAN ,36,+13Ê ,-282Ê
837,SID ,36,+13Ê ,+202Ê
837,UMAIR ,36,-54Ê ,-342Ê
837,VIAAN ,36,+346Ê ,Ê:Ê
854,ABDULLAHI ,35,-170Ê ,-331Ê
854,ASHWIN ,35,-66Ê ,-122Ê
854,ISHAN ,35,+485Ê ,+117Ê
854,JETT ,35,+122Ê ,+879Ê
854,LYNDON ,35,+293Ê ,+146Ê
854,MARC ,35,-66Ê ,-539Ê
854,MOHAMAD ,35,+262Ê ,-165Ê
854,RILEY-JAMES ,35,-217Ê ,Ê:Ê
854,RUAIRI ,35,+100Ê ,-93Ê
854,SHEIKH ,35,-17Ê ,-411Ê
854,SONNIE ,35,+100Ê ,+224Ê
854,SYDNEY ,35,+28Ê ,+257Ê
866,AKRAM ,34,+317Ê ,-116Ê
866,ALVIN ,34,-104Ê ,-198Ê
866,ARIAN ,34,+158Ê ,+105Ê
866,ARRON ,34,+135Ê ,-594Ê
866,AUBREY ,34,-16Ê ,+867Ê
866,DOMINYKAS ,34,-95Ê ,+2786Ê
866,HARLAN ,34,-45Ê ,+867Ê
866,JON ,34,+65Ê ,-435Ê
866,JONNY ,34,+281Ê ,-475Ê
866,KAIRO ,34,-190Ê ,+1205Ê
866,LEANDRO ,34,+16Ê ,+295Ê
866,LEWIE ,34,-16Ê ,-92Ê
866,MATIAS ,34,+88Ê ,+867Ê
866,MIKAIL ,34,-229Ê ,+867Ê
866,MUSAB ,34,+110Ê ,+731Ê
866,NIKHIL ,34,+6Ê ,-300Ê
866,OSMAN ,34,+16Ê ,-50Ê
866,PADDY ,34,-29Ê ,-105Ê
866,RAFI ,34,+317Ê ,+245Ê
866,ROSCOE ,34,+473Ê ,+1205Ê
866,SHAYAAN ,34,-245Ê ,+633Ê
866,TEODOR ,34,+596Ê ,+2786Ê
866,ZAINE ,34,+197Ê ,+1205Ê
889,AFFAN ,33,+155Ê ,Ê:Ê
889,ALFIE-JAMES ,33,-180Ê ,Ê:Ê
889,ARMAN ,33,-205Ê ,-252Ê
889,AVI ,33,+112Ê ,+1416Ê
889,BRYN ,33,-85Ê ,-584Ê
889,COLTON ,33,+42Ê ,+2763Ê
889,DRAKE ,33,-39Ê ,+2763Ê
889,EBEN ,33,-345Ê ,+150Ê
889,ELYAS ,33,+155Ê ,+990Ê
889,EMRE ,33,-68Ê ,-412Ê
889,FREDERIC ,33,+112Ê ,-264Ê
889,GARY ,33,+112Ê ,-495Ê
889,HERBERT ,33,-101Ê ,+150Ê
889,JOSE ,33,+65Ê ,-323Ê
889,JUNAID ,33,-169Ê ,-521Ê
889,KELLAN ,33,-39Ê ,+1690Ê
889,KENZO ,33,-85Ê ,+1690Ê
889,KRYSTIAN ,33,-234Ê ,+2763Ê
889,LUCIEN ,33,-101Ê ,+392Ê
889,MATHIAS ,33,+358Ê ,+272Ê
889,MAVERICK ,33,+358Ê ,+1690Ê
889,MOSHE ,33,+155Ê ,-139Ê
889,OMER ,33,-39Ê ,-47Ê
889,SEB ,33,-68Ê ,+1416Ê
889,SILAS ,33,+42Ê ,+18Ê
889,SULTAN ,33,+197Ê ,+18Ê
889,THIAGO ,33,+174Ê ,+2763Ê
916,ALEXANDROS ,32,+108Ê ,+307Ê
916,ANSH ,32,+60Ê ,+817Ê
916,ARNIE ,32,+880Ê ,+681Ê
916,BOBBIE ,32,-112Ê ,-100Ê
916,CAIO ,32,+15Ê ,+1663Ê
916,DARA ,32,+701Ê ,+2736Ê
916,ELWOOD ,32,+85Ê ,+1663Ê
916,EMILIS ,32,+147Ê ,Ê:Ê
916,EOIN ,32,-240Ê ,-450Ê
916,FOX ,32,+267Ê ,Ê:Ê
916,HUMZA ,32,+170Ê ,-279Ê
916,KODI ,32,+170Ê ,+432Ê
916,MAKSIM ,32,-279Ê ,+1663Ê
916,PRESLEY ,32,+38Ê ,+23Ê
916,RAIHAN ,32,-154Ê ,-184Ê
916,SAHIB ,32,-224Ê ,+307Ê
916,STUART ,32,+267Ê ,-618Ê
916,SUBHAAN ,32,-186Ê ,-260Ê
916,TYRELL ,32,+423Ê ,-457Ê
935,AARAN ,31,+66Ê ,+143Ê
935,ARONAS ,31,+128Ê ,Ê:Ê
935,ARYAAN ,31,+527Ê ,+944Ê
935,AYYUB ,31,-173Ê ,+798Ê
935,BLAINE ,31,+66Ê ,-59Ê
935,CHRIS ,31,-259Ê ,-363Ê
935,CODEY ,31,-114Ê ,+65Ê
935,DEV ,31,+19Ê ,-267Ê
935,GAVIN ,31,-53Ê ,-458Ê
935,IOSIF ,31,+2019Ê ,Ê:Ê
935,IVOR ,31,+41Ê ,+346Ê
935,KALLUM ,31,-85Ê ,-576Ê
935,KAYAN ,31,+128Ê ,+798Ê
935,KENNETH ,31,+212Ê ,-359Ê
935,MARKUS ,31,-85Ê ,+36Ê
935,NIKO ,31,+312Ê ,+1370Ê
935,RANVEER ,31,-63Ê ,+1136Ê
935,RICHIE ,31,-184Ê ,-28Ê
935,SHEA ,31,-251Ê ,-518Ê
935,SUFYAAN ,31,+181Ê ,-161Ê
935,TERRY ,31,+181Ê ,-310Ê
935,YASIR ,31,-314Ê ,-256Ê
935,YOUSIF ,31,+151Ê ,+662Ê
935,ZIGGY ,31,+109Ê ,+176Ê
959,AARUSH ,30,-171Ê ,Ê:Ê
959,ARAS ,30,+127Ê ,Ê:Ê
959,AVERY ,30,+127Ê ,+2693Ê
959,BENNY ,30,+224Ê ,+1620Ê
959,CAIUS ,30,+335Ê ,+1346Ê
959,CONNER ,30,-356Ê ,-701Ê
959,CRISTIAN ,30,-28Ê ,+12Ê
959,DEVAN ,30,+380Ê ,+12Ê
959,DEWI ,30,-138Ê ,-369Ê
959,DUKE ,30,+224Ê ,+1112Ê
959,EDUARDO ,30,+288Ê ,+920Ê
959,EHSAN ,30,-171Ê ,-227Ê
959,GRIFF ,30,+380Ê ,+1620Ê
959,JAYDEN-LEE ,30,+17Ê ,+1620Ê
959,JUAN ,30,+658Ê ,-143Ê
959,KENAN ,30,+127Ê ,+264Ê
959,KUBA ,30,-49Ê ,+2693Ê
959,LUCIANO ,30,+445Ê ,+540Ê
959,MIKHAIL ,30,-208Ê ,+202Ê
959,PERRY ,30,+157Ê ,-185Ê
959,REHAAN ,30,+104Ê ,+452Ê
959,REILLY ,30,-267Ê ,-255Ê
959,RHODRI ,30,+288Ê ,+152Ê
959,RUSSELL ,30,+104Ê ,-449Ê
959,TARAN ,30,-250Ê ,-500Ê
959,TIMUR ,30,+335Ê ,+540Ê
959,YANIS ,30,+42Ê ,+452Ê
959,YASH ,30,+65Ê ,-418Ê
959,ZIDAN ,30,+503Ê ,+920Ê
988,AJ ,29,-12Ê ,+2664Ê
988,ARIYAN ,29,+351Ê ,+745Ê
988,BRAYDON ,29,-106Ê ,-146Ê
988,CLAY ,29,-12Ê ,+293Ê
988,DARRAGH ,29,-34Ê ,-17Ê
988,DILLAN ,29,-296Ê ,-488Ê
988,EFAN ,29,+36Ê ,-17Ê
988,FAHAD ,29,+351Ê ,-284Ê
988,FYNLEY ,29,+416Ê ,+609Ê
988,GIORGIO ,29,+98Ê ,+12Ê
988,JAVIER ,29,+75Ê ,+173Ê
988,JED ,29,+36Ê ,-683Ê
988,KARAM ,29,+474Ê ,-112Ê
988,KAROL ,29,-151Ê ,Ê:Ê
988,KAYLEN ,29,-205Ê ,+360Ê
988,KELVIN ,29,-106Ê ,-488Ê
988,KEYAN ,29,+159Ê ,+891Ê
988,KONRAD ,29,-57Ê ,+293Ê
988,MALAKI ,29,+36Ê ,+293Ê
988,RAIFE ,29,-12Ê ,+745Ê
988,ROHAAN ,29,+808Ê ,+293Ê
988,SOL ,29,+56Ê ,-534Ê
988,TOBI ,29,+351Ê ,+1083Ê
988,WADE ,29,-34Ê ,-172Ê
1012,ABDUR-RAHMAN ,28,-36Ê ,+66Ê
1012,ALFIE-LEE ,28,-36Ê ,+1059Ê
1012,AMIN ,28,-241Ê ,-294Ê
1012,BERNARD ,28,-58Ê ,-196Ê
1012,CHAIM ,28,-102Ê ,+149Ê
1012,DION ,28,-224Ê ,-546Ê
1012,FRANCO ,28,+135Ê ,+487Ê
1012,GILBERT ,28,-229Ê ,+211Ê
1012,GREYSON ,28,-130Ê ,Ê:Ê
1012,KASON ,28,+327Ê ,Ê:Ê
1012,NANA ,28,+12Ê ,-436Ê
1012,OLIVER-JAMES ,28,+74Ê ,+2640Ê
1012,RILEY-JAY ,28,-102Ê ,Ê:Ê
1012,RUDRA ,28,+135Ê ,Ê:Ê
1012,SAMAR ,28,+135Ê ,Ê:Ê
1012,THEODOR ,28,+327Ê ,+721Ê
1012,TYRONE ,28,+12Ê ,-588Ê
1012,TYSON ,28,-130Ê ,+585Ê
1012,VALENTINO ,28,-208Ê ,-73Ê
1012,YOUSSEF ,28,-140Ê ,-196Ê
1012,ZAKARY ,28,+282Ê ,+211Ê
1012,ZAKIR ,28,+327Ê ,-12Ê
1012,ZAKK ,28,+171Ê ,+99Ê
1035,ALESSIO ,27,-11Ê ,+4Ê
1035,BERTRAM ,27,+885Ê ,+464Ê
1035,BORYS ,27,-125Ê ,Ê:Ê
1035,DARIN ,27,+504Ê ,Ê:Ê
1035,DARWIN ,27,+81Ê ,+1270Ê
1035,DENVER ,27,-34Ê ,+376Ê
1035,DONOVAN ,27,+81Ê ,-285Ê
1035,ESSA ,27,+212Ê ,+1544Ê
1035,FINTAN ,27,+427Ê ,-219Ê
1035,GABRIELIUS ,27,+112Ê ,Ê:Ê
1035,GERARD ,27,+9Ê ,-244Ê
1035,HARUN ,27,+28Ê ,+126Ê
1035,ISHAAQ ,27,-34Ê ,+562Ê
1035,JASE ,27,+369Ê ,Ê:Ê
1035,JAYAN ,27,+582Ê ,Ê:Ê
1035,JEROME ,27,-104Ê ,-548Ê
1035,KAYA ,27,-214Ê ,-128Ê
1035,KAYLUM ,27,+9Ê ,-346Ê
1035,KOLE ,27,+212Ê ,+1036Ê
1035,LAURIE ,27,-125Ê ,-219Ê
1035,RAEES ,27,-81Ê ,-486Ê
1035,ROY ,27,+369Ê ,-303Ê
1035,SAYED ,27,-163Ê ,-193Ê
1035,STEVIE ,27,+212Ê ,+4Ê
1035,TORIN ,27,-59Ê ,-356Ê
1035,WAYNE ,27,+148Ê ,-486Ê
1061,ALEXIS ,26,+55Ê ,-329Ê
1061,AMEER ,26,-60Ê ,-245Ê
1061,ARYA ,26,+122Ê ,-90Ê
1061,BLUE ,26,+233Ê ,+1518Ê
1061,EKAM ,26,+86Ê ,Ê:Ê
1061,ELISHA ,26,-179Ê ,+220Ê
1061,ELLISON ,26,+25Ê ,+1010Ê
1061,HAMDAN ,26,+645Ê ,Ê:Ê
1061,HUMPHREY ,26,+186Ê ,+1010Ê
1061,IMMANUEL ,26,+401Ê ,+1244Ê
1061,JEFFREY ,26,-130Ê ,-357Ê
1061,JONTY ,26,-189Ê ,-475Ê
1061,JULES ,26,+401Ê ,-245Ê
1061,KAINE ,26,-17Ê ,-489Ê
1061,KARSON ,26,+556Ê ,+1244Ê
1061,KURTIS ,26,-17Ê ,-667Ê
1061,MAYSON ,26,-257Ê ,+672Ê
1061,NOA ,26,-151Ê ,+1010Ê
1061,PAWEL ,26,+186Ê ,Ê:Ê
1061,QUENTIN ,26,+343Ê ,+100Ê
1061,REON ,26,+2Ê ,+672Ê
1061,REYANSH ,26,+25Ê ,Ê:Ê
1061,RICKY ,26,+55Ê ,-551Ê
1061,SACHIN ,26,-60Ê ,-485Ê
1061,SAI ,26,+278Ê ,+220Ê
1061,SALAHUDDIN ,26,-151Ê ,Ê:Ê
1061,SHAAN ,26,-189Ê ,-393Ê
1061,TAI ,26,+401Ê ,-393Ê
1061,UTHMAN ,26,+25Ê ,+1010Ê
1061,ZAVIER ,26,-60Ê ,+1949Ê
1061,ZEKE ,26,+1342Ê ,+1010Ê
1061,ZEPHANIAH ,26,+278Ê ,+1010Ê
1093,ARVIN ,25,-183Ê ,+255Ê
1093,CARLO ,25,-7Ê ,-217Ê
1093,CAYSON ,25,+524Ê ,Ê:Ê
1093,CHANCE ,25,+613Ê ,+406Ê
1093,COBIE ,25,-183Ê ,+406Ê
1093,DAFYDD ,25,-139Ê ,-788Ê
1093,FABIO ,25,-92Ê ,-375Ê
1093,FLOYD ,25,+446Ê ,+188Ê
1093,FRANCISCO ,25,-69Ê ,+130Ê
1093,GENE ,25,-256Ê ,+18Ê
1093,JETHRO ,25,+827Ê ,+406Ê
1093,JUN ,25,+90Ê ,+406Ê
1093,KAILEN ,25,+54Ê ,+188Ê
1093,MIRZA ,25,+524Ê ,-93Ê
1093,NEHEMIAH ,25,+154Ê ,+1917Ê
1093,OREN ,25,+90Ê ,+318Ê
1093,RAJVEER ,25,-139Ê ,-154Ê
1093,RODRIGO ,25,-243Ê ,+130Ê
1093,SHIV ,25,-243Ê ,-54Ê
1093,SOREN ,25,-69Ê ,+2559Ê
1093,SUNNY ,25,+54Ê ,-375Ê
1093,TYLER-JAY ,25,-289Ê ,+786Ê
1093,ZAYDAN ,25,+1310Ê ,+2559Ê
1093,ZUBAIR ,25,+154Ê ,-251Ê
1117,ADEM ,24,-245Ê ,-210Ê
1117,AEDAN ,24,+345Ê ,+106Ê
1117,ALBERTO ,24,+222Ê ,+480Ê
1117,ASAD ,24,+679Ê ,-607Ê
1117,CADE ,24,-186Ê ,-301Ê
1117,DARIO ,24,+803Ê ,+294Ê
1117,GRIFFIN ,24,+177Ê ,+762Ê
1117,GRUFFYDD ,24,-235Ê ,-6Ê
1117,HARLEY-JAMES ,24,+66Ê ,Ê:Ê
1117,IHSAN ,24,+30Ê ,+106Ê
1117,IVO ,24,+177Ê ,+1893Ê
1117,KAL-EL ,24,+345Ê ,Ê:Ê
1117,KARTER ,24,-186Ê ,Ê:Ê
1117,KINGSTON ,24,+287Ê ,+2535Ê
1117,LEOPOLD ,24,+1099Ê ,+1462Ê
1117,LINUS ,24,+66Ê ,+44Ê
1117,MERT ,24,+177Ê ,-326Ê
1117,MICKEY ,24,+679Ê ,+44Ê
1117,PATRIK ,24,-163Ê ,+1893Ê
1117,RAUL ,24,+222Ê ,-413Ê
1117,RAYHAAN ,24,+177Ê ,+480Ê
1117,ROLAND ,24,+66Ê ,+480Ê
1117,SEAMUS ,24,-207Ê ,-461Ê
1117,SION ,24,-329Ê ,-647Ê
1117,TUDOR ,24,+500Ê ,Ê:Ê
1117,YANNIS ,24,+589Ê ,+1188Ê
1117,ZACHERY ,24,-346Ê ,+44Ê
